"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2022-08-06","80.1","3.4","4.76","Bernardino, Brennan",650859,657514,"field_out","hit_into_play",,,,,4,"Luis Rengifo pops out to first baseman Ty France in foul territory.","R","R","L","SEA","LAA","X",3,"popup",2,1,2022,"-0.96","-0.12","-0.31","2.39",,642423,621493,2,9,"Top",169.13,183.43,,,620443,,,-6.282556036724949,-116.55689936869474,1.6861205502811656,-7.550383775812107,22.66284184492601,-33.85073232010523,"3.19","1.48",114,"62.9",69,"78.9",2676,"5.6",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.95",0,0,"0",1,0,0,3,71,4,"Curveball",1,7,7,1,7,1,7,1,"Standard","Standard",298,"0.001","-0.477"
"SI","2022-08-06","92","3.14","4.94","Bernardino, Brennan",650859,657514,,"ball",,,,,12,"Luis Rengifo pops out to first baseman Ty France in foul territory.","R","R","L","SEA","LAA","B",,,1,1,2022,"1.34","0.16","1.31","2.3",,642423,621493,2,9,"Top",,,,,620443,,,-7.4608124750839115,-133.8367433896832,-1.1965881507730973,17.695975017210902,28.44124603409142,-30.185092984204093,"3.09","1.4",,,,"91.2",2053,"5.8",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.71",,,,,,,,71,3,"Sinker",1,7,7,1,7,1,7,1,"Standard","Standard",115,"0","0.056"
"SI","2022-08-06","92.9","3.21","4.85","Bernardino, Brennan",650859,657514,,"ball",,,,,14,"Luis Rengifo pops out to first baseman Ty France in foul territory.","R","R","L","SEA","LAA","B",,,0,1,2022,"1.6","0.19","1.34","1.97",,642423,621493,2,9,"Top",,,,,620443,,,-8.208978490683863,-135.03846339617644,-1.9865205211358279,21.38128751261205,28.766559298590984,-29.603744069910398,"3.2","1.47",,,,"92.1",2120,"5.8",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.69",,,,,,,,71,2,"Sinker",1,7,7,1,7,1,7,1,"Standard","Standard",118,"0","0.037"
"SI","2022-08-06","92.4","3.28","4.94","Bernardino, Brennan",650859,657514,,"foul",,,,,8,"Luis Rengifo pops out to first baseman Ty France in foul territory.","R","R","L","SEA","LAA","S",,,0,0,2022,"1.5","0.25","-0.21","1.98",,642423,621493,2,9,"Top",,,,,620443,,,-12.02184216452843,-134.1650321112312,-2.28415042663881,20.633774824640714,26.912239919246662,-28.808183169807943,"3.19","1.48",205,"80.9",20,"91.8",2036,"5.9",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.61",,,,,,,,71,1,"Sinker",1,7,7,1,7,1,7,1,"Standard","Standard",115,"0","-0.061"
"CU","2022-08-06","80.1","3.42","4.86","Bernardino, Brennan",660271,657514,"sac_fly","hit_into_play",,,,,5,"Shohei Ohtani out on a sacrifice fly to left fielder Kyle Lewis.   Andrew Velazquez scores.","R","L","L","SEA","LAA","X",7,"fly_ball",0,0,2022,"-1.13","-0.01","0.11","2.62",623205,642423,621493,1,9,"Top",74.61,110.61,,,620443,,,-5.094289835943553,-116.48894559304158,1.7868916084613757,-9.20376924227093,22.975807159110413,-32.83657934105217,"3.43","1.56",255,"96.6",53,"78.8",2601,"5.5",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.99",0.006,0.005,"0",1,0,0,3,70,1,"Curveball",1,6,6,1,7,1,7,1,"Infield shift","Standard",295,"-0.001","-0.387"
"SI","2022-08-06","92.8","2.99","4.92","Bernardino, Brennan",621493,657514,"fielders_choice","hit_into_play",,,,,5,"Angels challenged (force play), call on the field was overturned: Taylor Ward reaches on a fielder\'s choice, fielded by shortstop J.  P. Crawford.   Andrew Velazquez to 3rd.    Magneuris Sierra to 2nd.  Fielding error by shortstop J.  P. Crawford.","R","R","L","SEA","LAA","X",6,"ground_ball",1,1,2022,"1.61","0.3","0.23","2.25",,623205,642423,1,9,"Top",111.46,154.12,,,620443,,,-10.430840254646732,-134.80307977647072,-1.6647823526787173,21.85650824564654,29.380420972260225,-28.39276465666328,"3.42","1.63",5,"94.8",-25,"91.6",2098,"5.7",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.81",0.083,0.075,"0.9",1,0,0,2,69,3,"Sinker",1,6,6,1,6,1,6,1,"Standard","Standard",122,"-0.002","0.854"
"SI","2022-08-06","92.3","3.15","4.92","Bernardino, Brennan",621493,657514,,"called_strike",,,,,8,"Angels challenged (force play), call on the field was overturned: Taylor Ward reaches on a fielder\'s choice, fielded by shortstop J.  P. Crawford.   Andrew Velazquez to 3rd.    Magneuris Sierra to 2nd.  Fielding error by shortstop J.  P. Crawford.","R","R","L","SEA","LAA","S",,,1,0,2022,"1.47","0.17","-0.27","1.95",,623205,642423,1,9,"Top",,,,,620443,,,-11.726792528480026,-133.95281853508595,-2.072226529082239,20.152705346441714,28.175890920724314,-29.910373928494796,"3.4","1.59",,,,"91.1",2074,"5.7",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.84",,,,,,,,69,2,"Sinker",1,6,6,1,6,1,6,1,"Standard","Standard",118,"0","-0.089"
"CU","2022-08-06","79.6","3.33","4.84","Bernardino, Brennan",621493,657514,,"ball",,,,,13,"Angels challenged (force play), call on the field was overturned: Taylor Ward reaches on a fielder\'s choice, fielded by shortstop J.  P. Crawford.   Andrew Velazquez to 3rd.    Magneuris Sierra to 2nd.  Fielding error by shortstop J.  P. Crawford.","R","R","L","SEA","LAA","B",,,0,0,2022,"-1.07","-0.12","-1.02","1.9",,623205,642423,1,9,"Top",,,,,620443,,,-7.409993872988842,-115.70001473347945,0.5580729988474964,-8.119128596760518,22.866718467849452,-33.61035700058105,"3.34","1.58",,,,"78.3",2674,"5.6",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.92",,,,,,,,69,1,"Curveball",1,6,6,1,6,1,6,1,"Standard","Standard",298,"0","0.063"
"SI","2022-08-06","91.8","3.1","4.87","Bernardino, Brennan",642423,657514,"walk","ball",,,,,11,"Magneuris Sierra walks.   Andrew Velazquez to 2nd.","R","L","L","SEA","LAA","B",,,3,2,2022,"1.37","0.19","-1.17","2.4",,,623205,1,9,"Top",,,,,620443,,,-13.619260356887281,-133.0260223566268,-0.7807291604909548,19.07198534473473,27.009987964030746,-29.927565367481844,"3.27","1.47",,,,"91",2110,"5.9",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.58",,,"0.7",1,0,0,,68,6,"Sinker",1,6,6,1,6,1,6,1,"Standard","Standard",118,"0","0.32"
"CU","2022-08-06","80.2","3.31","4.77","Bernardino, Brennan",642423,657514,,"ball",,,,,11,"Magneuris Sierra walks.   Andrew Velazquez to 2nd.","R","L","L","SEA","LAA","B",,,2,2,2022,"-1.12","-0.02","-1.62","2.82",,,623205,1,9,"Top",,,,,620443,,,-8.681117114533778,-116.40669475890273,2.4998216784995577,-8.288822378151373,23.98170416361401,-33.13696429155065,"3.26","1.46",,,,"79",2664,"5.8",662193,657514,620443,664034,624428,553993,641487,641786,664059,571745,"54.66",,,,,,,,68,5,"Curveball",1,6,6,1,6,1,6,1,"Standard","Standard",309,"0","0.089"
