"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2022-04-16","85.7","-0.28","6","Holland, Greg",545361,518813,"field_out","hit_into_play",,,,,14,"Mike Trout flies out to center fielder Adolis Garcia.","R","R","R","TEX","LAA","X",8,"fly_ball",3,2,2022,"0.34","0.05","1.07","2.25",,,,2,8,"Top",153.58,84.38,,,641680,,,2.4799480725537517,-124.87748843736159,-2.705165662733787,3.115687356192588,24.864220464851535,-31.306977180298844,"3.47","1.59",294,"95.2",46,"85.6",2209,"6.1",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.38",0.006,0.008,"0",1,0,0,3,64,6,"Slider",2,6,6,2,6,2,6,2,"Infield shift","Standard",127,"0.002","-0.116"
"FF","2022-04-16","93","-0.07","6.16","Holland, Greg",545361,518813,,"ball",,,,,11,"Mike Trout flies out to center fielder Adolis Garcia.","R","R","R","TEX","LAA","B",,,2,2,2022,"-0.11","1.5","-1.15","4.43",,,,2,8,"Top",,,,,641680,,,-2.5047270581373935,-135.36741708638183,-1.9185658838307946,-0.7198604141319155,31.522026868068707,-13.597867692719248,"3.47","1.74",,,,"92.1",2267,"5.9",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.64",,,,,,,,64,5,"4-Seam Fastball",2,6,6,2,6,2,6,2,"Infield shift","Standard",187,"0","0.033"
"SL","2022-04-16","85.7","-0.14","6.06","Holland, Greg",545361,518813,,"ball",,,,,14,"Mike Trout flies out to center fielder Adolis Garcia.","R","R","R","TEX","LAA","B",,,1,2,2022,"0.31","-0.05","0.68","1.03",,,,2,8,"Top",,,,,641680,,,1.2912021739271837,-124.66725076651524,-5.44382508297924,2.926579252721456,26.389116613844642,-31.732934301000302,"3.55","1.67",,,,"84.9",2169,"5.9",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.63",,,,,,,,64,4,"Slider",2,6,6,2,6,2,6,2,"Infield shift","Standard",126,"0","0.014"
"FF","2022-04-16","92.7","-0.05","6.12","Holland, Greg",545361,518813,,"called_strike",,,,,1,"Mike Trout flies out to center fielder Adolis Garcia.","R","R","R","TEX","LAA","S",,,1,1,2022,"-0.2","1.54","-0.55","3.33",,,,2,8,"Top",,,,,641680,,,-0.8633746014990195,-134.92780263172162,-4.670325015188943,-2.2074533476003495,29.402876083854302,-12.581816304322048,"3.6","1.67",,,,"92.2",2283,"6",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.51",,,,,,,,64,3,"4-Seam Fastball",2,6,6,2,6,2,6,2,"Infield shift","Standard",186,"0","-0.023"
"SL","2022-04-16","86.4","-0.12","6","Holland, Greg",545361,518813,,"ball",,,,,14,"Mike Trout flies out to center fielder Adolis Garcia.","R","R","R","TEX","LAA","B",,,0,1,2022,"0.52","0.19","1.76","1.85",,,,2,8,"Top",,,,,641680,,,3.3852670837028445,-125.67226030034081,-3.9842306133836276,4.713279095872923,27.534145059480753,-29.51774939190893,"3.52","1.64",,,,"85.6",2143,"6",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.52",,,,,,,,64,2,"Slider",2,6,6,2,6,2,6,2,"Infield shift","Standard",133,"0","0.011"
"SL","2022-04-16","86.1","-0.29","6.08","Holland, Greg",545361,518813,,"called_strike",,,,,8,"Mike Trout flies out to center fielder Adolis Garcia.","R","R","R","TEX","LAA","S",,,0,0,2022,"0.47","0.09","0.25","1.66",,,,2,8,"Top",,,,,641680,,,0.33385954522796546,-125.2998634347994,-4.34910040924903,4.8658810916044315,27.62880815926479,-30.529395460020073,"3.56","1.72",,,,"85.1",2163,"5.8",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.66",,,,,,,,64,1,"Slider",2,6,6,2,6,2,6,2,"Infield shift","Standard",154,"0","-0.017"
"CU","2022-04-16","80","-0.4","6.1","Holland, Greg",660271,518813,"home_run","hit_into_play",,,,,8,"Shohei Ohtani homers (3) on a fly ball to right center field.    Andrew Velazquez scores.","R","L","R","TEX","LAA","X",,"fly_ball",0,0,2022,"0.35","-0.62","0.03","2.06",,623205,,2,8,"Top",173.26,51.44,,,641680,,,0.28910756967157963,-116.5507410177032,-1.0348078486065921,3.092018653348292,22.644155070921446,-37.79779275362592,"3.55","1.63",390,"108",24,"79",2332,"5.6",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.87",0.954,1.896,"2",1,0,3,6,63,1,"Curveball",2,4,4,2,6,2,6,2,"Infield shift","Standard",37,"-0.099","1.784"
"SL","2022-04-16","86.7","-0.11","6.03","Holland, Greg",642180,518813,"field_out","hit_into_play",,,,,8,"Tyler Wade grounds out to first baseman Nathaniel Lowe.   Andrew Velazquez to 2nd.","R","L","R","TEX","LAA","X",3,"ground_ball",0,2,2022,"0.13","0.26","-0.26","1.83",,,623205,1,8,"Top",143.09,186.32,,,641680,,,-0.5952410711923312,-126.28524437144507,-4.377904118181795,1.4711497200054122,25.674815733602237,-28.666735858057688,"3.41","1.56",2,"77.5",-46,"85.9",2113,"5.7",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.77",0.12,0.108,"0",1,0,0,2,62,4,"Slider",2,4,4,2,4,2,4,2,"Infield shift","Standard",143,"0.007","-0.255"
"SL","2022-04-16","86.3","-0.28","6.01","Holland, Greg",642180,518813,,"foul",,,,,9,"Tyler Wade grounds out to first baseman Nathaniel Lowe.   Andrew Velazquez to 2nd.","R","L","R","TEX","LAA","S",,,0,2,2022,"0.47","0.29","0.57","2.04",,,623205,1,8,"Top",,,,,641680,,,1.0529666682285794,-125.69172380428252,-3.7936132320506735,4.770850035040467,26.255519469665916,-28.56957670542489,"3.41","1.56",4,"83",-25,"86",2130,"6.1",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.39",,,,,,,,62,3,"Slider",2,4,4,2,4,2,4,2,"Infield shift","Standard",150,"0","0"
"FF","2022-04-16","94.1","-0.07","6.07","Holland, Greg",642180,518813,,"foul",,,,,3,"Tyler Wade grounds out to first baseman Nathaniel Lowe.   Andrew Velazquez to 2nd.","R","L","R","TEX","LAA","S",,,0,1,2022,"-0.18","1.46","0.76","3.19",,,623205,1,8,"Top",,,,,641680,,,2.5309728949140187,-136.96343255529194,-4.969214052058871,-2.8750828307302463,30.00213977725784,-12.8768041779045,"3.41","1.56",131,"68.9",68,"93.2",2338,"5.7",661981,518813,641680,663993,543760,628451,608369,669256,666969,594777,"54.79",,,,,,,,62,2,"4-Seam Fastball",2,4,4,2,4,2,4,2,"Infield shift","Standard",191,"0","-0.068"
