"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FA","2022-08-13","70.1","-1.4","6.27","Lopez, Nicky",593643,670032,"force_out","hit_into_play",,,,,2,"Hanser Alberto grounds into a force out, third baseman Hunter Dozier to second baseman Michael Massey.   Chris Taylor out at 2nd.","R","R","R","KC","LAD","X",5,"ground_ball",2,0,2022,"-0.75","1.44","0.21","2.95",,,621035,2,9,"Top",102.48,168.94,,,669004,,,4.197758842551734,-102.10113988470694,-1.2203994677550245,-5.869520011111928,14.922829832184112,-22.045406034418757,"3.45","1.65",75,"91.9",4,"68.4",1734,"4.6",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"55.9",0.406,0.381,"0",1,0,0,4,81,3,"Other",3,13,13,3,13,3,13,3,"Standard","Standard",213,"0","-0.295"
"FA","2022-08-13","72.4","-1.63","6.17","Lopez, Nicky",593643,670032,,"ball",,,,,14,"Hanser Alberto grounds into a force out, third baseman Hunter Dozier to second baseman Michael Massey.   Chris Taylor out at 2nd.","R","R","R","KC","LAD","B",,,1,0,2022,"-0.88","1.41","0.95","1.68",,,621035,2,9,"Top",,,,,669004,,,6.4582428677494805,-105.23576702638204,-3.908903058207307,-7.57216338191824,16.048588198303765,-21.200328009582595,"3.53","1.65",,,,"70.8",1765,"4.9",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"55.62",,,,,,,,81,2,"Other",3,13,13,3,13,3,13,3,"Standard","Standard",216,"0","0.044"
"CU","2022-08-13","56.4","-1.25","6.21","Lopez, Nicky",593643,670032,,"ball",,,,,14,"Hanser Alberto grounds into a force out, third baseman Hunter Dozier to second baseman Michael Massey.   Chris Taylor out at 2nd.","R","R","R","KC","LAD","B",,,0,0,2022,"0.24","0.7","1.77","1.53",,,621035,2,9,"Top",,,,,669004,,,4.214497895650184,-81.79543814579942,1.5637478861131024,0.33416068600900045,14.14029250812243,-29.67503587714362,"3.49","1.65",,,,"53.8",2877,"4.5",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"55.96",,,,,,,,81,1,"Curveball",3,13,13,3,13,3,13,3,"Standard","Standard",180,"0","0.032"
"FA","2022-08-13","69.4","-1.17","6.37","Lopez, Nicky",621035,670032,"single","hit_into_play",,,,,7,"Chris Taylor singles on a line drive to right fielder Ryan O\'Hearn.","R","R","R","KC","LAD","X",9,"line_drive",3,1,2022,"-1.03","1.27","-0.37","1.56",,,,2,9,"Top",170.26,110.5,,,669004,,,3.088619538693581,-101.10868458103835,-3.518831145173472,-7.539316037770858,15.359409230836855,-23.086398310332555,"3.46","1.65",246,"76.8",26,"67.4",1750,"4.4",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"56.09",0.56,0.535,"0.9",1,1,0,4,80,5,"Other",3,13,13,3,13,3,13,3,"Infield shift","Standard",219,"0","0.063"
"FA","2022-08-13","69.2","-1","6.48","Lopez, Nicky",621035,670032,,"called_strike",,,,,6,"Chris Taylor singles on a line drive to right fielder Ryan O\'Hearn.","R","R","R","KC","LAD","S",,,3,0,2022,"-0.65","1.61","0.73","2.67",,,,2,9,"Top",,,,,669004,,,4.19375367899146,-100.79985771603089,-2.190144160410929,-5.071609740268401,14.58852017027327,-20.950466239234345,"3.41","1.65",,,,"67.1",1634,"4.2",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"56.26",,,,,,,,80,4,"Other",3,13,13,3,13,3,13,3,"Infield shift","Standard",213,"0","-0.026"
"FA","2022-08-13","70.1","-1.14","6.34","Lopez, Nicky",621035,670032,,"ball",,,,,11,"Chris Taylor singles on a line drive to right fielder Ryan O\'Hearn.","R","R","R","KC","LAD","B",,,2,0,2022,"-0.8","1.53","-0.97","2.56",,,,2,9,"Top",,,,,669004,,,1.5773512099841778,-102.1949053947715,-2.192724895789148,-5.885632102406626,15.69595134390929,-21.26256880109538,"3.37","1.65",,,,"67.8",1744,"4.2",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"56.34",,,,,,,,80,3,"Other",3,13,13,3,13,3,13,3,"Infield shift","Standard",218,"0","0.042"
"CU","2022-08-13","56.7","-1.26","6.23","Lopez, Nicky",621035,670032,,"ball",,,,,14,"Chris Taylor singles on a line drive to right fielder Ryan O\'Hearn.","R","R","R","KC","LAD","B",,,1,0,2022,"-0.73","-0.77","0.57","0.68",,,,2,9,"Top",,,,,669004,,,3.654094437123341,-82.16638080716703,2.158365448447518,-3.883193023325911,15.745698181152585,-36.29183420849782,"3.4","1.72",,,,"53.4",2931,"4.1",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"56.38",,,,,,,,80,2,"Curveball",3,13,13,3,13,3,13,3,"Infield shift","Standard",222,"0","0.023"
"CU","2022-08-13","56","-0.8","6.31","Lopez, Nicky",621035,670032,,"ball",,,,,14,"Chris Taylor singles on a line drive to right fielder Ryan O\'Hearn.","R","R","R","KC","LAD","B",,,0,0,2022,"0.02","0.25","1.65","2.4",,,,2,9,"Top",,,,,669004,,,3.5837988747677505,-81.30116450198267,3.273234993314644,-0.48758917795423357,13.361222430147793,-31.90328563954189,"3.43","1.72",,,,"53.1",2897,"4",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"56.53",,,,,,,,80,1,"Curveball",3,13,13,3,13,3,13,3,"Infield shift","Standard",241,"0","0.015"
"FA","2022-08-13","66.8","-1.12","6.01","Lopez, Nicky",572204,670032,"field_out","hit_into_play",,,,,5,"Trayce Thompson flies out sharply to left fielder Brent Rooker.","R","R","R","KC","LAD","X",7,"fly_ball",1,0,2022,"-1.08","1.21","0.15","2.49",,,,1,9,"Top",80.21,68.73,,,669004,,,3.8802956208284973,-97.32686746202455,-0.41673343887990955,-7.469412273415228,14.80283538012974,-24.63316594391565,"3.43","1.72",341,"104.9",46,"64.5",1603,"4.2",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"56.29",0.117,0.238,"0",1,0,0,5,79,2,"Other",3,13,13,3,13,3,13,3,"Infield shift","Standard",229,"0","-0.178"
"FA","2022-08-13","67.4","-1.12","6.42","Lopez, Nicky",572204,670032,,"ball",,,,,14,"Trayce Thompson flies out sharply to left fielder Brent Rooker.","R","R","R","KC","LAD","B",,,0,0,2022,"-0.44","1.53","1.63","2.53",,,,1,9,"Top",,,,,669004,,,5.583500741063084,-98.01209801686393,-1.6575531322790522,-3.747539584468654,15.677517417092254,-22.278393678923987,"3.49","1.72",,,,"64.9",1741,"4.2",662670,670032,669004,668472,686681,641531,677951,667670,681987,656811,"56.28",,,,,,,,79,1,"Other",3,13,13,3,13,3,13,3,"Infield shift","Standard",219,"0","0.023"
