"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CH","2022-09-01","82.3","-1.11","5.85","Foster, Matt",521692,641582,"strikeout","swinging_strike",,,,,8,"Salvador Perez strikes out swinging.","R","R","R","CWS","KC","S",2,,1,2,2022,"-0.95","0.88","0.19","2.18",,670032,677951,2,9,"Top",,,,,518735,,,4.784999319080673,-119.72959638755415,-3.5133018783569305,-10.08940140729575,22.2835106554083,-23.271805027485826,"3.61","1.65",,,,"82.2",1869,"6.2",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.31",,,"0",1,0,0,,77,4,"Changeup",7,1,1,7,1,7,1,7,"Infield shift","Standard",232,"0.001","-0.319"
"FF","2022-09-01","93.1","-1.08","5.94","Foster, Matt",521692,641582,,"foul",,,,,6,"Salvador Perez strikes out swinging.","R","R","R","CWS","KC","S",,,1,1,2022,"-0.46","1.43","0.35","2.73",,670032,677951,2,9,"Top",,,,,518735,,,4.649772357499416,-135.58948831555105,-5.645013609401425,-6.631162908188622,26.145336880525818,-13.513728620091936,"3.61","1.65",215,"91.7",57,"93",2241,"5.9",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.56",,,,,,,,77,3,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Infield shift","Standard",203,"0","-0.102"
"SL","2022-09-01","85.9","-0.9","5.93","Foster, Matt",521692,641582,,"blocked_ball",,,,,14,"Salvador Perez strikes out swinging.","R","R","R","CWS","KC","B",,,0,1,2022,"0.41","0.63","1.91","0.43",,670032,677951,2,9,"Top",,,,,518735,,,5.81964800045401,-124.91887867708036,-8.090661301843143,3.31075213592219,21.363399237657276,-24.305262707451046,"3.5","1.65",,,,"86",2472,"6.1",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.43",,,,,,,,77,2,"Slider",7,1,1,7,1,7,1,7,"Infield shift","Standard",181,"0","0.037"
"FF","2022-09-01","92.4","-0.88","5.92","Foster, Matt",521692,641582,,"called_strike",,,,,3,"Salvador Perez strikes out swinging.","R","R","R","CWS","KC","S",,,0,0,2022,"-0.86","1.39","0.64","3.22",,670032,677951,2,9,"Top",,,,,518735,,,5.684658671632813,-134.4642550078518,-4.0333620590748485,-11.630011137225235,30.593103747112632,-14.650535725466645,"3.48","1.65",,,,"91.6",2191,"5.9",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.58",,,,,,,,77,1,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Infield shift","Standard",203,"0","-0.061"
"FF","2022-09-01","93.6","-1.15","5.9","Foster, Matt",677951,641582,"single","hit_into_play",,,,,9,"Bobby Witt Jr.  singles on a sharp line drive to left fielder Adam Haseley.   Nicky Lopez to 2nd.","R","R","R","CWS","KC","X",7,"line_drive",0,0,2022,"-0.74","1.34","0.34","1.67",,,670032,2,9,"Top",95.22,90.19,,,518735,,,5.439881713107868,-136.08974173534452,-8.09005904141618,-10.384900734105006,28.749903229770972,-13.95990035706237,"3.48","1.65",215,"104.8",9,"93.3",2282,"6.1",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.42",0.771,0.759,"0.9",1,1,0,4,76,1,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Standard","Standard",202,"-0.001","0.288"
"FF","2022-09-01","93.7","-1.12","5.87","Foster, Matt",669004,641582,"field_out","hit_into_play",,,,,9,"MJ Melendez lines out to first baseman Jose Abreu.","R","L","R","CWS","KC","X",3,"line_drive",2,0,2022,"-0.74","1.5","0.3","1.79",,,670032,1,9,"Top",172.11,152.76,,,518735,,,5.291791603013792,-136.22892484711448,-8.083419118182757,-10.369545970051238,30.319389096627997,-11.908345064225742,"3.36","1.57",164,"94.6",11,"93.2",2368,"6.1",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.41",0.791,0.756,"0",1,0,0,4,75,3,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Infield shift","Standard",208,"0.002","-0.422"
"FF","2022-09-01","93.7","-1.14","5.91","Foster, Matt",669004,641582,,"ball",,,,,13,"MJ Melendez lines out to first baseman Jose Abreu.","R","L","R","CWS","KC","B",,,1,0,2022,"-0.73","1.54","-0.35","1.13",,,670032,1,9,"Top",,,,,518735,,,3.65089843359109,-136.17428393385214,-9.959207691075793,-9.884509119531778,30.206432926234292,-10.990787307654253,"3.25","1.57",,,,"93.2",2307,"6.1",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.39",,,,,,,,75,2,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Infield shift","Standard",205,"0","0.08"
"FF","2022-09-01","93.8","-1.33","5.83","Foster, Matt",669004,641582,,"ball",,,,,13,"MJ Melendez lines out to first baseman Jose Abreu.","R","L","R","CWS","KC","B",,,0,0,2022,"-0.96","1.46","-1.16","1.86",,,670032,1,9,"Top",,,,,518735,,,2.5663307693130695,-136.48993567716548,-7.743503608492879,-12.580533472590433,30.649529818394086,-12.382224995031818,"3.32","1.57",,,,"93.3",2330,"6.1",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.43",,,,,,,,75,1,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Infield shift","Standard",202,"0","0.042"
"FF","2022-09-01","94.2","-1.19","5.79","Foster, Matt",670032,641582,"walk","ball",,,,,13,"Nicky Lopez walks.","R","L","R","CWS","KC","B",,,3,2,2022,"-0.75","1.59","-1.38","1.83",,,,1,9,"Top",,,,,518735,,,1.1652090061602636,-137.0665955908355,-8.082005447121825,-9.760172719620655,29.996520215505164,-10.559401613434295,"2.8","1.26",,,,"94",2211,"6.2",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.33",,,"0.7",1,0,0,,74,10,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Standard","Standard",208,"-0.001","0.212"
"FF","2022-09-01","94.4","-1.19","5.86","Foster, Matt",670032,641582,,"foul",,,,,4,"Nicky Lopez walks.","R","L","R","CWS","KC","S",,,3,2,2022,"-0.5","1.45","-0.36","1.96",,,,1,9,"Top",,,,,518735,,,3.2428786031322416,-137.22870649840672,-7.610276048036451,-7.0240289980371164,32.67719574937197,-12.309512750537221,"3.03","1.34",195,"71.3",47,"93.6",2322,"6",661440,641582,518735,547989,663853,544725,462101,656514,572041,657757,"54.46",,,,,,,,74,9,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Standard","Standard",210,"0","0"
