,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
967,CS,2022-06-26,66.6,1.56,5.85,"Hill, Rich",608070,448179,single,hit_into_play,,,,,3.0,Jose Ramirez singles on a ground ball to center fielder Jarren Duran.   Owen Miller to 2nd.,R,R,L,CLE,BOS,X,8.0,ground_ball,1,2,2022,-1.31,-1.11,0.64,3.09,,,680911.0,2,3,Bot,131.91,102.33,,,543877,,,0.3716731206226297,-96.67051254439468,4.913842318234632,-8.137974162128542,18.23576199280354,-40.191190725746,3.28,1.46,118.0,90.1,6.0,65.7,2450.0,6.1,663121,448179,543877,614173,596115,646240,593428,657077,680776,598265,54.36,0.446,0.401,0.9,1.0,1.0,0.0,4.0,27,4,Slow Curve,0,1,0,1,1,0,0,1,Standard,Standard,311.0,0.025,0.348
997,CS,2022-06-26,66.7,1.55,5.91,"Hill, Rich",660757,448179,,foul,,,,,3.0,"Oscar Gonzalez grounds out, shortstop Xander Bogaerts to first baseman Franchy Cordero.",R,R,L,CLE,BOS,S,,,0,2,2022,-1.52,-0.73,0.53,3.07,,614177.0,,0,2,Bot,,,,,543877,,,0.5119649659449226,-96.99346121157618,4.039087932763094,-9.632782693958486,16.50085493018565,-37.66156908281263,3.56,1.72,132.0,54.5,34.0,66.2,2428.0,6.1,663121,448179,543877,614173,596115,646240,593428,657077,680776,598265,54.39,,,,,,,,14,3,Slow Curve,0,0,0,0,0,0,0,0,Standard,Standard,312.0,0.0,0.0
1043,CS,2022-06-21,61.6,1.27,5.64,"Hill, Rich",570731,448179,,blocked_ball,,,,,13.0,Jonathan Schoop strikes out swinging.,R,R,L,BOS,DET,B,,,0,2,2022,-1.4,-1.01,-1.4,-0.06,,,600869.0,2,4,Top,,,,,543877,,,-2.490036995901445,-89.58266712928108,0.7569596002931667,-6.943769157873721,16.403609439070483,-37.915239778847074,3.55,1.72,,,,61.0,2172.0,6.4,663246,448179,543877,614173,596115,646240,593428,657077,680776,598265,54.06,,,,,,,,28,3,Slow Curve,1,2,2,1,2,1,2,1,Standard,Standard,318.0,0.0,0.023
1046,CS,2022-06-21,65.4,1.53,5.62,"Hill, Rich",600869,448179,force_out,hit_into_play,,,,,4.0,"Jeimer Candelario grounds into a force out, pitcher Rich Hill to second baseman Trevor Story.   Riley Greene out at 2nd.    Jeimer Candelario to 1st.",R,R,L,BOS,DET,X,1.0,ground_ball,0,1,2022,-1.37,-0.92,-0.48,2.73,,,682985.0,1,4,Top,128.19,180.98,,,543877,,,-1.5133055495022156,-94.99690323478248,4.552087023297423,-7.9517608717733985,16.700556261528046,-38.703567559818346,3.31,1.62,1.0,48.5,-67.0,64.9,2380.0,6.3,663246,448179,543877,614173,596115,646240,593428,657077,680776,598265,54.18,0.217,0.195,0.0,1.0,0.0,0.0,1.0,27,2,Slow Curve,1,2,2,1,2,1,2,1,Standard,Standard,310.0,0.028,-0.323
1105,CS,2022-06-16,66.4,1.86,5.62,"Hill, Rich",571602,448179,field_out,hit_into_play,,,,,11.0,"Matt Davidson grounds out, third baseman Rafael Devers to first baseman Franchy Cordero.",R,R,L,BOS,OAK,X,5.0,ground_ball,2,2,2022,-1.76,-0.77,-0.95,2.89,,,,1,6,Top,88.09,166.62,,,543877,,,-2.344770988933626,-96.39977364295726,4.40191286573892,-10.425551153830094,17.5839645190937,-37.996870481666726,3.36,1.57,12.0,82.6,-13.0,65.1,2526.0,5.7,663267,448179,543877,614173,596115,646240,593428,657077,680776,598265,54.81,0.114,0.105,0.0,1.0,0.0,0.0,2.0,47,7,Slow Curve,1,3,3,1,3,1,3,1,Standard,Standard,303.0,0.012,-0.134
1239,CS,2022-06-10,65.6,1.73,5.76,"Hill, Rich",664238,448179,single,hit_into_play,,,,,8.0,Dylan Moore singles on a sharp line drive to left fielder Franchy Cordero.   J.P. Crawford to 3rd.,R,R,L,SEA,BOS,X,7.0,line_drive,0,2,2022,-1.57,-1.04,-0.18,1.7,,641487.0,,1,2,Bot,68.37,121.16,,,543877,,,-1.004964519821245,-95.35267568171894,2.60930957793662,-9.242562427072835,18.04720758634394,-39.151299333622354,3.42,1.64,200.0,103.1,13.0,64.2,2437.0,5.7,662129,448179,543877,666915,596115,646240,593428,614173,598265,608701,54.79,0.88,0.899,0.9,1.0,1.0,0.0,4.0,17,3,Slow Curve,0,1,0,1,1,0,0,1,Standard,Standard,312.0,0.051,0.767
1253,CS,2022-06-10,64.4,1.74,5.87,"Hill, Rich",677594,448179,field_out,hit_into_play,,,,,6.0,Julio Rodriguez pops out to second baseman Trevor Story.,R,R,L,SEA,BOS,X,4.0,popup,2,2,2022,-1.52,-0.9,0.31,2.55,,,,2,1,Bot,168.07,142.92,,,543877,,,-0.2268757090467821,-93.51226248019805,3.91038527475452,-8.758621094404655,16.774867423701355,-38.31962951934081,3.28,1.52,176.0,84.0,59.0,62.9,2223.0,5.5,662129,448179,543877,666915,596115,646240,593428,614173,598265,608701,54.96,0.026,0.027,0.0,1.0,0.0,0.0,3.0,10,7,Slow Curve,0,1,0,1,1,0,0,1,Standard,Standard,308.0,-0.01,-0.083
1288,CS,2022-06-05,62.8,1.83,5.74,"Hill, Rich",665506,448179,,ball,,,,,14.0,Cristian Pache flies out to right fielder Franchy Cordero.,R,R,L,OAK,BOS,B,,,1,2,2022,-1.68,-0.7,0.34,0.79,,,,0,6,Bot,,,,,543877,,,-0.0983101011476497,-91.36244382359202,1.0383720108809085,-9.33311302091681,14.129942395878365,-36.43871962720527,3.45,1.57,,,,62.1,2114.0,5.8,662363,448179,543877,666915,596115,646240,593428,657077,571771,614173,54.75,,,,,,,,44,4,Slow Curve,1,4,1,4,4,1,1,4,Infield shift,Standard,303.0,0.0,0.037
1292,CS,2022-06-05,64.3,1.76,5.64,"Hill, Rich",675656,448179,field_out,hit_into_play,,,,,14.0,"Kevin Smith grounds out softly, pitcher Rich Hill to first baseman Bobby Dalbec.",R,R,L,OAK,BOS,X,1.0,ground_ball,0,2,2022,-1.68,-0.79,0.51,0.98,,,,2,5,Bot,125.84,179.64,,,543877,,,0.3346254555492569,-93.60984791800902,1.3825147361088377,-9.85314867062877,16.075659386537787,-37.27067609204484,3.31,1.55,1.0,58.6,-44.0,63.4,2182.0,5.8,662363,448179,543877,666915,596115,646240,593428,657077,571771,614173,54.7,0.166,0.151,0.0,1.0,0.0,0.0,1.0,37,3,Slow Curve,1,1,1,1,1,1,1,1,Infield shift,Standard,302.0,-0.014,-0.059
1371,CS,2022-05-30,66.7,1.78,5.79,"Hill, Rich",572008,448179,,called_strike,,,,,3.0,Chris Owings strikes out swinging.,R,R,L,BOS,BAL,S,,,0,1,2022,-1.58,-0.75,0.6,3.1,,,,1,4,Top,,,,,543877,,,0.2951885298946385,-96.8403149992679,4.369833907369109,-9.857591000779598,17.57005376999927,-37.85989586059597,3.08,1.52,,,,65.4,2490.0,5.7,663298,448179,543877,614173,596115,646240,593428,657077,571771,598265,54.8,,,,,,,,28,2,Slow Curve,0,4,4,0,4,0,4,0,Infield shift,Standard,306.0,0.0,-0.031
1436,CS,2022-05-30,67.5,1.64,5.85,"Hill, Rich",663624,448179,,foul,,,,,7.0,Ryan Mountcastle homers (6) on a fly ball to left center field.,R,R,L,BOS,BAL,S,,,1,2,2022,-1.34,-1.05,-0.29,1.94,641820.0,,,0,1,Top,,,,,543877,,,-1.4329655393736662,-98.0915473310674,2.492633396045428,-8.219222666114026,18.75986709839341,-39.57224386360927,3.69,1.76,13.0,81.7,-9.0,66.1,2490.0,5.7,663298,448179,543877,614173,596115,646240,593428,657077,571771,598265,54.81,,,,,,,,3,4,Slow Curve,0,1,1,0,1,0,1,0,Standard,Strategic,313.0,0.0,0.0
1489,CS,2022-05-25,66.0,1.76,5.97,"Hill, Rich",572041,448179,field_out,hit_into_play,,,,,9.0,"AJ Pollock grounds out, third baseman Rafael Devers to first baseman Franchy Cordero.",R,R,L,CWS,BOS,X,5.0,ground_ball,0,1,2022,-1.57,-0.82,0.52,1.89,,,,1,2,Bot,102.48,166.4,,,543877,,,0.1871163085394344,-95.96722172895898,2.0526184682309863,-9.677060808492428,16.35422170219196,-37.77081726672701,3.6,1.66,48.0,85.7,2.0,65.2,2396.0,5.8,661487,448179,543877,614173,596115,646240,593428,657077,571771,598265,54.66,0.326,0.32,0.0,1.0,0.0,0.0,2.0,16,2,Slow Curve,0,1,0,1,1,0,0,1,Infield shift,Standard,309.0,-0.018,-0.132
1971,CS,2022-04-12,66.2,1.77,5.63,"Hill, Rich",408234,448179,,ball,,,,,13.0,Miguel Cabrera strikes out swinging.,R,R,L,DET,BOS,B,,,0,2,2022,-1.95,-0.87,-1.76,1.85,,,,1,2,Bot,,,,,608700,,,-3.354658027084415,-96.10949434877004,2.900422617767022,-11.029122295201397,20.60956853248572,-38.342213407593775,3.59,1.68,,,,64.5,2354.0,5.8,662862,448179,608700,666915,660620,646240,593428,657077,571771,624414,54.66,,,,,,,,11,3,Slow Curve,0,0,0,0,0,0,0,0,Infield shift,Standard,306.0,0.0,0.011
116,CS,2022-09-25,67.5,-1.23,6.48,"Wainwright, Adam",518692,425794,,ball,,,,,13.0,Freddie Freeman walks.   Trea Turner to 2nd.,R,L,R,LAD,STL,B,,,0,1,2022,1.11,-1.27,-1.68,1.94,,,607208.0,2,2,Bot,,,,,425877,,,-2.5848184884770475,-98.30903844521016,1.4893555814613737,7.626268718749142,15.874985167282906,-40.85003961288375,3.66,1.83,,,,66.8,2590.0,5.7,662598,425794,425877,502671,680977,571448,669242,572816,666185,663457,54.79,,,,,,,,21,2,Slow Curve,2,1,2,1,1,2,2,1,Infield shift,Standard,31.0,0.0,0.026
616,CS,2022-08-28,68.9,-1.09,6.49,"Wainwright, Adam",671739,425794,,called_strike,,,,,4.0,Michael Harris II singles on a soft pop up to pitcher Adam Wainwright.,R,L,R,STL,ATL,S,,,0,0,2022,1.28,-1.39,-0.62,2.65,,,,0,3,Top,,,,,425877,,,-1.1943976500027604,-100.11478316784223,2.8592518040422865,8.769984616916943,18.41727890434377,-42.16615395294836,3.44,1.63,,,,68.2,2764.0,6.1,661950,425794,425877,502671,669357,571448,669242,572816,666185,663457,54.42,,,,,,,,15,1,Slow Curve,0,0,0,0,0,0,0,0,Standard,Standard,35.0,0.0,-0.034
652,CS,2022-08-23,66.6,-1.2,6.35,"Wainwright, Adam",542364,425794,,ball,,,,,14.0,Rafael Ortega walks.,R,L,R,CHC,STL,B,,,0,0,2022,1.36,-1.01,0.9,1.09,,,,0,6,Bot,,,,,425877,,,1.7226118205599543,-97.01620257124728,-0.0566118053632296,8.378010929739077,14.510175274602451,-38.765252758734064,3.3,1.57,,,,66.7,2533.0,6.2,663163,425794,425877,502671,669357,571448,657557,680977,666185,663457,54.27,,,,,,,,50,1,Slow Curve,2,0,2,0,0,2,2,0,Infield shift,Standard,34.0,0.0,0.033
659,CS,2022-08-23,67.7,-1.3,6.4,"Wainwright, Adam",673548,425794,,called_strike,,,,,1.0,Seiya Suzuki flies out to right fielder Lars Nootbaar.,R,R,R,CHC,STL,S,,,0,0,2022,1.21,-1.14,-0.74,2.89,,,,1,5,Bot,,,,,425877,,,-0.8855977111809814,-98.45866877567852,3.296933101625695,7.940562525802044,18.137847791785862,-40.34021868917705,3.1,1.37,,,,66.8,2685.0,5.9,663163,425794,425877,502671,669357,571448,657557,680977,666185,663457,54.56,,,,,,,,45,1,Slow Curve,2,0,2,0,0,2,2,0,Standard,Standard,39.0,0.0,-0.024
661,CS,2022-08-23,66.9,-1.19,6.39,"Wainwright, Adam",664023,425794,,ball,,,,,11.0,Ian Happ flies out to left fielder Brendan Donovan.,R,L,R,CHC,STL,B,,,0,0,2022,1.28,-1.33,-1.02,2.76,,,,0,5,Bot,,,,,425877,,,-1.7046032978904655,-97.19083690778514,3.5710964644484235,8.315347969882279,17.36679643035428,-41.3910998052517,3.53,1.66,,,,66.3,2768.0,6.2,663163,425794,425877,502671,669357,571448,657557,680977,666185,663457,54.3,,,,,,,,44,1,Slow Curve,2,0,2,0,0,2,2,0,Infield shift,Standard,40.0,0.0,0.033
999,CS,2022-08-07,68.1,-1.16,6.46,"Wainwright, Adam",650402,425794,,called_strike,,,,,3.0,Gleyber Torres flies out to center fielder Dylan Carlson.,R,R,R,STL,NYY,S,,,0,0,2022,1.38,-1.23,0.81,2.7,,,,0,3,Top,,,,,425877,,,1.4689107121875389,-99.01049013130373,2.913731503769509,8.705358490804995,18.04278702321453,-40.92307720281872,3.22,1.51,,,,67.6,2837.0,6.3,661948,425794,425877,502671,669242,571448,657557,641933,666185,663457,54.23,,,,,,,,28,1,Slow Curve,6,4,4,6,4,6,4,6,Infield shift,Standard,39.0,0.0,-0.034
1145,CS,2022-08-02,68.3,-1.19,6.58,"Wainwright, Adam",664023,425794,,ball,,,,,11.0,Ian Happ strikes out swinging.,R,L,R,STL,CHC,B,,,0,0,2022,1.15,-1.32,-1.71,4.09,,,,0,2,Top,,,,,425877,,,-2.8094886569933277,-99.1424476251819,5.386771443207726,8.023587028293113,17.41793375774039,-42.0063297662791,3.57,1.59,,,,67.6,2733.0,6.1,661959,425794,425877,502671,669242,571448,657557,572816,666185,663457,54.39,,,,,,,,8,1,Slow Curve,0,0,0,0,0,0,0,0,Infield shift,Standard,34.0,0.0,0.033
1304,CS,2022-07-22,69.7,-2.57,6.3,"Wainwright, Adam",571980,425794,,ball,,,,,11.0,Tyler Naquin called out on strikes.,R,L,R,CIN,STL,B,,,0,0,2022,1.2,-1.27,-1.98,3.71,,,,1,4,Bot,,,,,519222,,,-0.838825476580835,-101.30194668223778,4.901621396277261,8.32968179806155,18.266716341239533,-41.944919817852735,3.46,1.57,,,,69.3,2670.0,6.3,663060,425794,519222,502671,680977,571448,669242,641933,666185,663457,54.24,,,,,,,,35,1,Slow Curve,5,2,5,2,2,5,5,2,Standard,Standard,36.0,0.0,0.023
1421,CS,2022-07-13,68.7,-1.12,6.32,"Wainwright, Adam",607208,425794,,swinging_strike,,,,,14.0,Trea Turner singles on a ground ball to left fielder Corey Dickerson.,R,R,R,STL,LAD,S,,,0,1,2022,1.23,-1.52,0.74,1.23,,,,1,3,Top,,,,,668800,,,1.522544397368724,-99.800081599931,0.9336027906534976,7.68415373193289,21.4751145644155,-42.53618447687266,3.35,1.63,,,,67.7,2787.0,6.3,661118,425794,668800,502671,669357,571448,669242,572816,666185,663457,54.18,,,,,,,,18,2,Slow Curve,0,0,0,0,0,0,0,0,Standard,Standard,37.0,0.0,-0.031
1427,CS,2022-07-13,69.7,-1.1,6.4,"Wainwright, Adam",605141,425794,,called_strike,,,,,14.0,Mookie Betts called out on strikes.,R,R,R,STL,LAD,S,,,0,0,2022,1.15,-1.24,0.87,2.13,,,,0,3,Top,,,,,668800,,,1.8771142824450653,-101.32833961762957,1.7021570977576013,7.445580773869306,19.9541085841317,-41.157354211681394,3.17,1.46,,,,68.9,2862.0,6.2,661118,425794,668800,502671,669357,571448,669242,572816,666185,663457,54.32,,,,,,,,17,1,Slow Curve,0,0,0,0,0,0,0,0,Infield shift,Standard,44.0,0.0,-0.034
1449,CS,2022-07-13,68.5,-1.24,6.48,"Wainwright, Adam",641355,425794,,called_strike,,,,,7.0,Cody Bellinger strikes out on a foul tip.,R,L,R,STL,LAD,S,,,0,0,2022,1.23,-1.22,-0.37,2.26,,,,0,2,Top,,,,,668800,,,-0.3369991525751498,-99.62844043851833,2.025103848522768,8.137110449731715,19.409733351274767,-40.85491475459884,3.83,1.81,,,,67.8,2844.0,6.2,661118,425794,668800,502671,669357,571448,669242,572816,666185,663457,54.27,,,,,,,,10,1,Slow Curve,0,0,0,0,0,0,0,0,Infield shift,Standard,39.0,0.0,-0.034
1691,CS,2022-06-27,68.5,-1.07,6.47,"Wainwright, Adam",605119,425794,,foul,,,,,4.0,Brian Anderson strikes out swinging.,R,R,R,STL,MIA,S,,,0,0,2022,1.24,-1.37,-0.56,2.61,,,,0,7,Top,,,,,671056,,,-1.0276245193527318,-99.56753629309974,2.888090018873052,8.351040389653152,18.45044837563663,-41.93738839359428,3.42,1.62,7.0,79.1,-23.0,67.7,2621.0,6.0,661968,425794,671056,502671,669357,571448,669242,680977,666185,663457,54.46,,,,,,,,52,1,Slow Curve,7,0,0,7,0,7,0,7,Infield shift,Standard,38.0,0.0,-0.034
1709,CS,2022-06-27,63.0,-1.15,6.51,"Wainwright, Adam",643265,425794,double,hit_into_play,,,,,4.0,Garrett Cooper hits a ground-rule double (17) on a fly ball to left-center field.,R,R,R,STL,MIA,X,,fly_ball,1,1,2022,1.3,-1.27,-0.33,2.56,,,,2,5,Top,77.75,36.54,,,671056,,,-0.5141242743476212,-91.40385362402084,3.767060441933015,7.239180583418834,16.94076266548871,-40.11246963091805,3.5,1.71,373.0,102.1,25.0,61.7,2377.0,5.9,661968,425794,671056,502671,669357,571448,669242,680977,666185,663457,54.62,0.649,1.08,1.25,1.0,1.0,1.0,6.0,37,3,Slow Curve,4,0,0,4,0,4,0,4,Standard,Standard,36.0,-0.014,0.227
1845,CS,2022-06-22,68.1,-1.39,6.17,"Wainwright, Adam",621438,425794,,ball,,,,,14.0,Tyrone Taylor strikes out swinging.,R,R,R,MIL,STL,B,,,0,1,2022,1.26,-1.4,0.11,1.39,,,,1,3,Bot,,,,,668800,,,0.7924815515114075,-99.08711060479088,1.3349116249752575,7.979745173421057,19.54150529488045,-41.779445943003935,3.37,1.61,,,,67.2,2504.0,6.1,661230,425794,668800,405395,669357,571448,669242,660766,664056,666185,54.42,,,,,,,,20,2,Slow Curve,1,2,1,2,2,1,1,2,Infield shift,Standard,39.0,0.0,0.016
1890,CS,2022-06-17,65.7,-1.4,6.36,"Wainwright, Adam",614173,425794,,ball,,,,,11.0,Franchy Cordero doubles (8) on a fly ball to left fielder Tyler O\'Neill.,R,L,R,BOS,STL,B,,,0,0,2022,1.13,-1.16,-2.07,3.01,,,,0,7,Bot,,,,,668800,,,-2.9564061659552747,-95.40649796919205,3.988489767817791,7.372844118231109,16.491870577059885,-40.13261827693785,3.6,1.64,,,,64.8,2388.0,5.9,663256,425794,668800,502671,680977,571448,669242,641933,664056,666185,54.62,,,,,,,,52,1,Slow Curve,3,1,3,1,1,3,3,1,Infield shift,Standard,39.0,0.0,0.033
2336,CS,2022-05-26,67.7,-1.3,6.4,"Wainwright, Adam",553882,425794,,called_strike,,,,,11.0,Omar Narvaez doubles (6) on a line drive to right fielder Brendan Donovan.,R,L,R,STL,MIL,S,,,0,0,2022,1.45,-1.24,-0.06,3.57,,,,2,3,Top,,,,,425877,,,-0.0034891888516024,-98.2684216592084,4.841740581997196,9.222305952597267,19.69119571102792,-41.27642376933031,3.34,1.54,,,,66.6,2629.0,6.1,661997,425794,425877,502671,669242,571448,624641,660766,664056,680977,54.37,,,,,,,,29,1,Slow Curve,2,3,3,2,3,2,3,2,Infield shift,Standard,42.0,0.0,-0.017
2412,CS,2022-05-20,65.5,-1.15,6.31,"Wainwright, Adam",668804,425794,,ball,,,,,14.0,"Bryan Reynolds grounds out, pitcher Adam Wainwright to first baseman Paul Goldschmidt.",R,L,R,PIT,STL,B,,,0,1,2022,1.18,-0.86,1.78,1.21,,,,1,6,Bot,,,,,425877,,,3.4505961947732224,-95.23253843542382,0.4235781624228398,6.563099442862549,16.098185311942203,-37.70268740278231,2.98,1.49,,,,65.1,2514.0,6.2,662506,425794,425877,502671,669357,571448,669242,660766,664056,666185,54.28,,,,,,,,51,2,Slow Curve,0,5,0,5,5,0,0,5,Standard,Standard,41.0,0.0,0.016
2429,CS,2022-05-20,67.7,-1.21,6.26,"Wainwright, Adam",605421,425794,field_out,hit_into_play,,,,,6.0,Michael Perez flies out to center fielder Harrison Bader.,R,L,R,PIT,STL,X,8.0,fly_ball,0,0,2022,1.45,-1.11,0.5,2.15,,,,1,5,Bot,140.76,86.2,,,425877,,,0.8578249707943031,-98.47379749720535,2.192320208800951,9.138791442389753,18.63819573033486,-39.97713103761569,3.29,1.59,284.0,81.5,39.0,66.9,2557.0,6.1,662506,425794,425877,502671,669357,571448,669242,660766,664056,666185,54.4,0.02,0.018,0.0,1.0,0.0,0.0,3.0,37,1,Slow Curve,0,1,0,1,1,0,0,1,Infield shift,Standard,40.0,-0.024,-0.156
2433,CS,2022-05-20,67.6,-1.28,6.19,"Wainwright, Adam",669261,425794,,ball,,,,,11.0,Jack Suwinski called out on strikes.,R,L,R,PIT,STL,B,,,0,2,2022,1.35,-1.11,-1.02,3.27,,,,0,5,Bot,,,,,425877,,,-1.648335956456438,-98.17728999441736,4.393700302775358,8.914642865508485,18.012236035435812,-40.312056774454426,3.38,1.63,,,,66.9,2538.0,6.2,662506,425794,425877,502671,669357,571448,669242,660766,664056,666185,54.34,,,,,,,,36,3,Slow Curve,0,1,0,1,1,0,0,1,Infield shift,Standard,42.0,0.0,0.017
2633,CS,2022-05-04,65.8,-1.31,6.38,"Wainwright, Adam",643217,425794,,ball,,,,,11.0,Andrew Benintendi reaches on a fielding error by third baseman Nolan Arenado.,R,L,R,KC,STL,B,,,0,0,2022,1.39,-1.22,-1.4,3.05,,,,0,4,Bot,,,,,425877,,,-2.3023912331226137,-95.50340205501556,4.14697544531684,8.817597754568148,16.711841860288978,-40.52477111593384,3.28,1.6,,,,65.0,2285.0,6.1,662739,425794,425877,502671,669242,571448,657557,641933,664056,660766,54.43,,,,,,,,30,1,Slow Curve,0,5,0,5,5,0,0,5,Infield shift,Standard,44.0,0.0,0.033
2652,CS,2022-05-04,67.9,-1.21,6.46,"Wainwright, Adam",669004,425794,,ball,,,,,11.0,MJ Melendez flies out to center fielder Harrison Bader.,R,L,R,KC,STL,B,,,0,0,2022,1.35,-1.02,-0.89,2.84,,,,0,3,Bot,,,,,425877,,,-1.558657265245912,-98.70127618100926,2.871780468084482,8.99474526181313,17.578414171676933,-39.56238335517993,3.36,1.53,,,,67.4,2379.0,6.2,662739,425794,425877,502671,669242,571448,657557,641933,664056,660766,54.3,,,,,,,,23,1,Slow Curve,0,5,0,5,5,0,0,5,Infield shift,Standard,45.0,0.0,0.033
2658,CS,2022-05-04,69.1,-1.28,6.31,"Wainwright, Adam",593160,425794,field_out,hit_into_play,,,,,9.0,Whit Merrifield pops out to second baseman Tommy Edman.,R,R,R,KC,STL,X,4.0,popup,1,1,2022,1.41,-1.26,0.63,1.57,,,,1,2,Bot,169.09,141.03,,,425877,,,1.327099115175037,-100.59649384966777,0.8901228543002357,9.232101407431816,18.92348004194032,-41.01785573308002,3.39,1.62,182.0,69.5,52.0,68.2,2520.0,5.9,662739,425794,425877,502671,669242,571448,657557,641933,664056,660766,54.56,0.134,0.142,0.0,1.0,0.0,0.0,3.0,16,3,Slow Curve,0,5,0,5,5,0,0,5,Standard,Standard,46.0,-0.009,-0.148
2673,CS,2022-05-04,67.4,-1.28,6.43,"Wainwright, Adam",643217,425794,,ball,,,,,13.0,"Andrew Benintendi grounds out, first baseman Paul Goldschmidt to pitcher Adam Wainwright.",R,L,R,KC,STL,B,,,0,1,2022,1.26,-1.33,-1.16,2.17,,,,1,1,Bot,,,,,425877,,,-1.7623228266462068,-98.07435688073312,2.250104122294644,8.361416653664836,17.531551855838856,-41.32642889019179,3.27,1.57,,,,66.6,2551.0,5.9,662739,425794,425877,502671,669242,571448,657557,641933,664056,660766,54.58,,,,,,,,10,2,Slow Curve,0,5,0,5,5,0,0,5,Strategic,Standard,39.0,0.0,0.016
2716,CS,2022-04-29,65.2,-1.35,6.5,"Wainwright, Adam",662139,425794,,called_strike,,,,,11.0,"Daulton Varsho grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,STL,AZ,S,,,0,0,2022,1.78,-1.31,-0.2,3.52,,,,2,5,Top,,,,,425877,,,-0.6687647345310581,-94.5677459652846,5.161310891356324,10.56119242261745,18.77492712871613,-41.13541310536816,3.24,1.38,,,,64.0,2394.0,6.2,662037,425794,425877,502671,669242,571448,657557,641933,664056,666185,54.34,,,,,,,,35,1,Slow Curve,1,2,2,1,2,1,2,1,Strategic,Standard,43.0,0.0,-0.017
2789,CS,2022-04-24,69.6,-1.22,6.24,"Wainwright, Adam",502054,425794,double,hit_into_play,,,,,8.0,Tommy Pham doubles (2) on a line drive to left fielder Tyler O\'Neill.,R,R,R,CIN,STL,X,7.0,line_drive,0,1,2022,1.19,-1.0,0.18,1.59,,,,0,6,Bot,40.67,102.73,,,425877,,,0.7358073420954314,-101.42061836510004,0.4404242010849895,8.0502800325953,17.07779956470561,-39.38663739551767,3.42,1.58,220.0,93.0,16.0,69.5,2581.0,6.2,663111,425794,425877,502671,669242,571448,624641,641933,664056,666185,54.29,0.746,0.741,1.25,1.0,1.0,1.0,4.0,44,2,Slow Curve,3,1,3,1,1,3,3,1,Standard,Standard,40.0,0.036,0.668
2793,CS,2022-04-24,70.4,-1.29,6.15,"Wainwright, Adam",571657,425794,,ball,,,,,13.0,Kyle Farmer flies out to right fielder Dylan Carlson.,R,R,R,CIN,STL,B,,,0,1,2022,1.14,-1.04,-0.66,0.46,,,,2,5,Bot,,,,,425877,,,-0.6635760196006892,-102.58224955579396,-1.7449696734344102,8.153428497549601,16.365373902553642,-39.44819083221167,3.32,1.57,,,,70.8,2527.0,6.4,663111,425794,425877,502671,669242,571448,624641,641933,664056,666185,54.06,,,,,,,,38,2,Slow Curve,3,0,3,0,0,3,3,0,Strategic,Standard,40.0,0.0,0.011
2794,CS,2022-04-24,70.4,-1.35,6.25,"Wainwright, Adam",571657,425794,,foul,,,,,5.0,Kyle Farmer flies out to right fielder Dylan Carlson.,R,R,R,CIN,STL,S,,,0,0,2022,1.51,-0.88,-0.16,2.71,,,,2,5,Bot,,,,,425877,,,-0.199794156727689,-102.46264401966188,2.235803579250886,10.685714590442196,17.004560612051417,-38.96996467882644,3.32,1.51,381.0,104.6,30.0,70.6,2512.0,6.4,663111,425794,425877,502671,669242,571448,624641,641933,664056,666185,54.08,,,,,,,,38,1,Slow Curve,3,0,3,0,0,3,3,0,Standard,Standard,42.0,0.0,-0.017
2798,CS,2022-04-24,67.1,-1.34,6.41,"Wainwright, Adam",571980,425794,,ball,,,,,11.0,Tyler Naquin flies out to center fielder Harrison Bader.,R,L,R,CIN,STL,B,,,0,0,2022,1.3,-1.26,-1.5,2.96,,,,1,5,Bot,,,,,425877,,,-2.3426951103691454,-97.39223208108336,3.769032495971021,8.598952480980524,18.036086733518584,-41.06214935018746,3.48,1.7,,,,66.2,2513.0,6.1,663111,425794,425877,502671,669242,571448,624641,641933,664056,666185,54.43,,,,,,,,37,1,Slow Curve,3,0,3,0,0,3,3,0,Strategic,Standard,42.0,0.0,0.023
