,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
1411,CS,2022-07-06,67.9,-1.82,6.6,"Ohtani, Shohei",660821,660271,,ball,,,,,12.0,Jesus Sanchez strikes out swinging.,R,L,R,MIA,LAA,B,,,0,0,2022,1.11,-1.25,0.78,4.49,,,,1,4,Bot,,,,,545358,,,3.0586017188910537,-98.36441010846052,6.1332889775697,6.463189129226178,19.13498877312905,-41.60719670584391,3.02,1.32,,,,66.5,2285.0,5.9,661378,660271,545358,665120,683021,542340,650859,656509,545361,621493,54.56,,,,,,,,29,1,Slow Curve,1,0,1,0,0,1,1,0,Standard,Standard,29.0,0.0,0.023
43,CS,2022-08-04,75.6,-3.15,5.87,"Duffey, Tyler",624415,608648,,ball,,,,,11.0,Cavan Biggio singles on a pop up to third baseman Jose Miranda.   Lourdes Gurriel Jr.  to 3rd.    Whit Merrifield to 2nd.,R,L,R,MIN,TOR,B,,,0,0,2022,1.14,-0.57,-1.09,2.86,,666971.0,593160.0,1,8,Top,,,,,596142,,,2.2594739731566293,-110.07306977254753,1.8163574079350469,8.873483525727801,19.29061227492512,-37.38322630546601,3.46,1.65,,,,75.1,2358.0,5.9,661660,608648,596142,650333,593871,669304,621043,624503,665482,595909,54.6,,,,,,,,64,1,Slow Curve,2,4,4,2,4,2,4,2,Infield shift,Standard,43.0,0.0,0.063
44,CS,2022-08-02,72.5,-2.83,5.73,"Duffey, Tyler",650489,608648,field_out,hit_into_play,,,,,7.0,Willi Castro flies out to center fielder Nick Gordon.,R,L,R,MIN,DET,X,8.0,fly_ball,0,0,2022,1.19,-0.71,-0.58,1.77,,,,2,8,Top,154.5,64.21,,,596142,,,2.457112926350699,-105.59784258139996,0.6563020563133797,8.530177665662233,17.345041080444656,-37.81364433250592,3.52,1.65,341.0,89.0,30.0,72.5,2217.0,6.2,661661,608648,596142,669304,650333,570482,621043,595909,624503,676628,54.31,0.06,0.072,0.0,1.0,0.0,0.0,3.0,64,1,Slow Curve,3,5,5,3,5,3,5,3,Strategic,Standard,41.0,0.006,-0.099
49,CS,2022-08-02,69.1,-2.86,5.86,"Duffey, Tyler",600869,608648,,swinging_strike,,,,,14.0,"Jeimer Candelario grounds out, second baseman Luis Arraez to first baseman Jose Miranda.",R,L,R,MIN,DET,S,,,0,1,2022,1.0,-0.6,0.33,1.22,,,,0,8,Top,,,,,596142,,,4.435082123805061,-100.50577992601556,-0.0659867485601262,6.067943143822878,16.39465662180638,-36.472839541394606,3.3,1.61,,,,69.1,1952.0,6.3,661661,608648,596142,669304,650333,570482,621043,595909,624503,676628,54.2,,,,,,,,62,2,Slow Curve,3,5,5,3,5,3,5,3,Infield shift,Standard,39.0,0.0,-0.046
50,CS,2022-08-02,75.1,-2.8,5.89,"Duffey, Tyler",600869,608648,,swinging_strike,,,,,7.0,"Jeimer Candelario grounds out, second baseman Luis Arraez to first baseman Jose Miranda.",R,L,R,MIN,DET,S,,,0,0,2022,0.99,-0.57,-0.69,2.1,,,,0,8,Top,,,,,596142,,,2.623565716409244,-109.48208352005526,0.2337624163309493,7.562683709069451,17.79854397078642,-37.02271964563144,3.3,1.61,,,,75.2,2194.0,6.1,661661,608648,596142,669304,650333,570482,621043,595909,624503,676628,54.39,,,,,,,,62,1,Slow Curve,3,5,5,3,5,3,5,3,Infield shift,Standard,44.0,0.0,-0.034
64,CS,2022-07-30,73.7,-3.23,5.76,"Duffey, Tyler",682928,608648,,called_strike,,,,,8.0,C.J. Abrams hit by pitch.    Ha-Seong Kim to 2nd.,R,L,R,SD,MIN,S,,,0,0,2022,1.02,-0.96,-0.27,1.91,,,673490.0,1,9,Bot,,,,,596142,,,4.222318681151943,-107.16420990576266,1.2912006361536077,6.891506001542381,21.95161501691104,-40.01554546219137,3.54,1.69,,,,73.1,2336.0,6.3,662196,608648,596142,650333,593871,669304,621043,624503,621439,665482,54.17,,,,,,,,74,1,Slow Curve,1,7,1,7,7,1,1,7,Standard,Standard,33.0,0.0,-0.048
179,CS,2022-07-09,73.6,-2.81,5.91,"Duffey, Tyler",641680,608648,,ball,,,,,14.0,Jonah Heim singles on a line drive to left fielder Nick Gordon.,R,L,R,TEX,MIN,B,,,0,0,2022,0.96,-1.3,0.32,1.33,,,,0,5,Bot,,,,,596142,,,4.653723141302216,-106.92379270848902,0.4376045051800374,6.295247033748704,22.459225750417783,-42.31268920704328,3.3,1.5,,,,72.6,2399.0,6.1,661842,608648,596142,669304,593871,570482,621043,624503,665482,664247,54.36,,,,,,,,47,1,Slow Curve,7,6,7,6,6,7,7,6,Infield shift,Standard,40.0,0.0,0.033
213,CS,2022-06-30,74.4,-3.04,5.7,"Duffey, Tyler",647304,608648,,swinging_strike,,,,,14.0,Josh Naylor strikes out swinging.,R,L,R,CLE,MIN,S,,,1,1,2022,1.07,-1.14,0.02,0.6,,,,2,7,Bot,,,,,596142,,,4.4165015911941055,-108.21202883633354,-1.1329622528299623,7.47870378487822,21.10623337173333,-41.058915709603625,3.16,1.51,,,,74.2,2301.0,6.4,662983,608648,596142,669304,650333,570482,621043,666135,665482,596146,54.07,,,,,,,,59,3,Slow Curve,1,3,1,3,3,1,1,3,Infield shift,Standard,42.0,0.0,-0.023
221,CS,2022-06-30,75.4,-2.97,5.75,"Duffey, Tyler",608070,608648,,called_strike,,,,,7.0,Jose Ramirez strikes out swinging.,R,L,R,CLE,MIN,S,,,0,0,2022,1.05,-1.09,-0.4,1.58,,,,1,7,Bot,,,,,596142,,,3.4737843364490693,-109.76251908929568,0.4778221931828936,7.705395803045854,21.71718842595593,-41.21676462832716,3.41,1.54,,,,75.1,2413.0,6.3,662983,608648,596142,669304,650333,570482,621043,666135,665482,596146,54.22,,,,,,,,58,1,Slow Curve,1,3,1,3,3,1,1,3,Infield shift,Standard,48.0,0.0,-0.024
478,CS,2022-05-26,74.6,-2.17,5.67,"Duffey, Tyler",467793,608648,,ball,,,,,14.0,"Carlos Santana grounds out, first baseman Jose Miranda to pitcher Tyler Duffey.",R,L,R,MIN,KC,B,,,0,0,2022,0.79,-1.03,0.15,1.07,,,,0,8,Top,,,,,596142,,,3.389000658550371,-108.5945947965413,-0.4183968264009607,5.566230654120724,19.96840782366012,-40.48048941180509,3.36,1.54,,,,74.5,2210.0,6.3,661771,608648,596142,669304,650333,570482,621043,663616,621439,596146,54.21,,,,,,,,54,1,Slow Curve,2,0,0,2,0,2,0,2,Infield shift,Standard,43.0,0.0,0.033
497,CS,2022-05-22,72.1,-2.94,5.8,"Duffey, Tyler",670032,608648,,ball,,,,,13.0,Nicky Lopez reaches on a fielding error by second baseman Jorge Polanco.,R,L,R,KC,MIN,B,,,0,0,2022,0.88,-1.15,-0.04,0.35,,,,2,8,Bot,,,,,596142,,,4.3084185026281565,-104.86307314679202,-1.2651170636609046,5.551598085161465,21.030449052650013,-40.521817766382895,2.89,1.34,,,,72.2,2225.0,6.8,662712,608648,596142,650333,593871,570482,621043,663616,665482,596146,53.7,,,,,,,,72,1,Slow Curve,6,5,6,5,5,6,6,5,Standard,Standard,40.0,0.0,0.015
624,CS,2022-05-01,70.4,-2.16,5.95,"Duffey, Tyler",670764,608648,double,hit_into_play,,,,,1.0,Taylor Walls doubles (2) on a line drive to left fielder Gilberto Celestino.   Josh Lowe scores.,R,L,R,TB,MIN,X,7.0,line_drive,0,0,2022,0.74,-1.26,-0.8,2.79,,666139.0,,2,7,Bot,53.27,126.57,,,596142,,,1.39528514650321,-102.33951582865085,3.734477274047257,4.881992406254815,20.19083666520249,-41.87013705562247,3.25,1.51,142.0,76.8,11.0,69.5,2104.0,6.1,661905,608648,596142,650333,593871,570482,621043,665482,621439,596146,54.41,0.369,0.332,1.25,1.0,1.0,1.0,4.0,58,1,Slow Curve,0,8,0,8,8,1,1,8,Infield shift,Standard,39.0,0.003,1.007
632,CS,2022-05-01,69.8,-1.86,6.04,"Duffey, Tyler",666139,608648,,ball,,,,,13.0,Josh Lowe doubles (3) on a sharp line drive to center fielder Byron Buxton.,R,L,R,TB,MIN,B,,,0,0,2022,1.04,-0.99,-0.42,0.98,,,,1,7,Bot,,,,,596142,,,1.0593714026323922,-101.54297594679468,-0.2697684171248031,6.894384736264687,19.53576885524173,-39.11980679287446,3.47,1.67,,,,69.3,2090.0,6.3,661905,608648,596142,650333,593871,570482,621043,665482,621439,596146,54.2,,,,,,,,56,1,Slow Curve,0,8,0,8,8,0,0,8,Strategic,Standard,39.0,0.0,0.023
639,CS,2022-04-28,73.2,-1.91,5.75,"Duffey, Tyler",650489,608648,,foul,,,,,7.0,Willi Castro singles on a ground ball to center fielder Gilberto Celestino.,R,L,R,MIN,DET,S,,,0,0,2022,0.8,-1.04,-0.79,1.73,,,,1,6,Top,,,,,680777,,,0.8897821789889278,-106.48296525118734,1.1307207637597143,5.813186461284303,20.91781393818917,-40.46180638533824,3.51,1.64,131.0,61.2,64.0,72.8,2179.0,6.3,661729,608648,680777,650333,593871,570482,621043,664247,665482,596146,54.17,,,,,,,,51,1,Slow Curve,6,1,1,6,1,6,1,6,Infield shift,Standard,41.0,0.0,-0.024
650,CS,2022-04-26,73.5,-2.08,5.86,"Duffey, Tyler",600869,608648,,swinging_strike,,,,,13.0,Jeimer Candelario lines out to left fielder Trevor Larnach.,R,L,R,MIN,DET,S,,,1,1,2022,1.0,-1.18,-0.91,2.42,,,,1,7,Top,,,,,680777,,,0.624487367797003,-106.94770323303202,2.5001963420374684,7.438829654487057,21.767837655843785,-41.87140955218612,3.46,1.64,,,,72.8,2346.0,6.2,661733,608648,680777,593934,593871,570482,621043,663616,665482,596146,54.35,,,,,,,,47,3,Slow Curve,3,1,1,3,1,3,1,3,Infield shift,Standard,43.0,0.0,-0.036
652,CS,2022-04-26,73.3,-1.91,5.93,"Duffey, Tyler",600869,608648,,ball,,,,,13.0,Jeimer Candelario lines out to left fielder Trevor Larnach.,R,L,R,MIN,DET,B,,,0,0,2022,1.05,-1.18,-1.68,1.91,,,,1,7,Top,,,,,680777,,,-1.3408578439841776,-106.5842395642926,1.4146034143560646,8.177262175100811,22.296359272199663,-41.57721403944119,3.44,1.66,,,,72.3,2234.0,6.1,661733,608648,680777,593934,593871,570482,621043,663616,665482,596146,54.4,,,,,,,,47,1,Slow Curve,3,1,1,3,1,3,1,3,Infield shift,Standard,44.0,0.0,0.023
715,CS,2022-04-11,74.7,-1.99,5.76,"Duffey, Tyler",641487,608648,single,hit_into_play,,,,,7.0,J.P. Crawford singles on a line drive to right fielder Max Kepler.,R,L,R,MIN,SEA,X,9.0,line_drive,0,1,2022,1.07,-1.09,-0.76,1.99,,,,2,7,Top,169.18,87.26,,,596142,,,0.6482714337710982,-108.70246251569208,1.3771824812292908,8.340540984065694,19.965479036572948,-41.24930396078289,3.47,1.59,208.0,94.6,12.0,74.6,2330.0,6.3,661754,608648,596142,593934,593871,650333,621043,666135,621439,596146,54.19,0.894,0.873,0.9,1.0,1.0,0.0,4.0,54,2,Slow Curve,4,0,0,4,0,4,0,4,Infield shift,Standard,44.0,-0.007,0.134
63,CS,2022-09-27,60.2,-2.09,6.59,"Mikolas, Miles",669003,571945,,ball,,,,,11.0,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,B,,,0,2,2022,0.42,-1.31,-2.25,2.42,,,,2,5,Bot,,,,,668800,,,-0.8605366578848721,-87.3935568526612,4.1073042662880574,2.259694725061568,15.094674760114756,-39.75799822749652,3.26,1.56,,,,59.6,1895.0,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.12,,,,,,,,42,3,Slow Curve,0,5,0,5,5,0,0,5,Standard,Standard,26.0,0.0,0.011
440,CS,2022-09-04,65.5,-2.21,6.54,"Mikolas, Miles",663845,571945,field_out,hit_into_play,,,,,8.0,"Alfonso Rivas grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",R,L,R,STL,CHC,X,4.0,ground_ball,2,2,2022,0.41,-1.2,-0.05,1.81,,,,2,8,Top,150.69,162.84,,,668800,,,3.2856293038927564,-95.34767830328546,1.577908401922627,1.9327841706918385,15.665717133692697,-39.92378928592159,3.22,1.49,10.0,85.3,-11.0,65.8,2031.0,6.7,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,53.78,0.126,0.113,0.0,1.0,0.0,0.0,2.0,51,6,Slow Curve,0,0,0,0,0,0,0,0,Strategic,Standard,34.0,0.025,-0.083
487,CS,2022-09-04,67.2,-1.98,6.57,"Mikolas, Miles",664023,571945,,foul,,,,,9.0,"Ian Happ grounds into a double play, third baseman Nolan Arenado to shortstop Tommy Edman to first baseman Paul Goldschmidt.   Franmil Reyes out at 2nd.    Ian Happ out at 1st.",R,L,R,STL,CHC,S,,,0,2,2022,0.43,-1.11,0.61,2.06,,,614177.0,1,4,Top,,,,,668800,,,4.157369101604592,-97.8120707876108,1.4181854549545037,2.1036137435857136,15.348838366428096,-39.72929760701678,3.56,1.67,,,,67.6,2016.0,6.6,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,53.87,,,,,,,,25,5,Slow Curve,0,0,0,0,0,0,0,0,Infield shift,Standard,35.0,0.0,0.0
932,CS,2022-08-09,65.3,-2.03,6.49,"Mikolas, Miles",543068,571945,,ball,,,,,14.0,C.J. Cron doubles (26) on a ground ball to right fielder Lars Nootbaar.   Jose Iglesias scores.    Brendan Rodgers scores.,R,R,R,COL,STL,B,,,0,0,2022,0.25,-0.76,0.36,1.07,,578428.0,663898.0,2,3,Bot,,,,,668800,,,3.936206938395581,-95.22151682605848,-0.5692605731409195,1.0796964725559182,11.352842997915063,-36.98482810302488,3.47,1.71,,,,66.2,2129.0,6.4,662979,571945,668800,502671,669242,571448,657557,641933,666185,663457,54.1,,,,,,,,33,1,Slow Curve,7,0,7,0,0,7,7,0,Standard,Standard,30.0,0.0,0.054
1624,CS,2022-07-01,67.5,-2.25,6.61,"Mikolas, Miles",669742,571945,,ball,,,,,14.0,Darick Hall flies out to left fielder Juan Yepez.,R,L,R,PHI,STL,B,,,2,2,2022,0.61,-0.92,1.24,1.23,,,,0,4,Bot,,,,,668800,,,5.551203997215425,-98.04321971932896,-0.4375892700824244,2.8701907926742507,17.566486931110784,-38.21795765066852,3.37,1.6,,,,67.4,2173.0,6.7,661582,571945,668800,502671,669242,571448,624641,660766,666185,680977,53.85,,,,,,,,31,6,Slow Curve,0,3,0,3,3,0,0,3,Infield shift,Standard,33.0,0.0,0.103
1718,CS,2022-06-25,66.0,-2.3,6.49,"Mikolas, Miles",664023,571945,,swinging_strike,,,,,4.0,Ian Happ flies out to left fielder Brendan Donovan.,R,L,R,STL,CHC,S,,,0,1,2022,0.82,-0.89,-0.8,2.75,,,,2,4,Top,,,,,668800,,,1.4563867960945662,-96.0512997610278,2.719440143782734,4.855797605036738,14.461343856066808,-38.32767555603618,3.55,1.68,,,,66.5,2160.0,6.6,661970,571945,668800,502671,669357,571448,669242,680977,664056,666185,53.87,,,,,,,,27,2,Slow Curve,2,0,0,2,0,2,0,2,Infield shift,Standard,41.0,0.0,-0.023
